rank	type	freq
2900	TA-PA	1
2901	U-RO2	1
2902	JO-RO	1
2903	WA-PO	1
2904	PTE-SI	1
2905	U-NE	1
2906	TA-NU	1
2907	KO-KI-DE-JO	1
2908	TO-DE	1
2909	SI-NA-JO	1
2910	NI-JA-MO	1
2911	SU-KO-NE	1
2912	QE-RA-SI	1
2913	RA-U-TO	1
2914	WA-U-SO	1
2915	KO-PE-RE-WE	1
2916	*56-I-TI-JE	1
2917	RU-DO-RO-I	1
2918	KU-RU-ME-NE-JO	1
2919	DE-U-KI-JO	1
2920	A-KA-TA-RA-TE-SO-DE	1
2921	ME-RA-DE	1
2922	NE-WO-JO	1
2923	KU-RU-KA	1
2924	KA-TE-RO	1
2925	*64-JO	1
2926	KE-NE	1
2927	TE-RE-WA	1
2928	KA-NA-PO	1
2929	QA-NA	1
2930	WE-KE-SE	1
2931	JA-MI-NU	1
2932	KO-RO-KA	1
2933	A-RE-TE-RE-U	1
2934	NU-WE	1
2935	RA-I-JA	1
2936	WE-TO-RO	1
2937	KI-SO	1
2938	PA-WE	1
2939	KO-KO	1
2940	SO-MA	1
2941	TA-NA-DU	1
2942	PE-RU-SI	1
2943	ZA-WE-TE-RO	1
2944	SI-PA-TA-DO	1
2945	QO-TE-JO	1
2946	SI-RI-PI-JO	1
2947	ME-NA-WA-TE	1
2948	WA-NO-QE	1
2949	KA-DA-I-TO	1
2950	PA-KO-QE	1
2951	KI-ZO	1
2952	O-RI-MO	1
2953	PU-ZO	1
2954	PI-JA-MU-NU	1
2955	NI-TA	1
2956	O-SA-PO-TO	1
2957	KA-PA-JO	1
2958	KO-NO-SO-DE	1
2959	WI-DU-RU-TA	1
2960	RE-WI	1
2961	*83-RE-TE	1
2962	SA-NA-SO	1
2963	PO-KO-ME	1
2964	SU-PO	1
2965	RI-NA-JO	1
2966	RO-WE	1
2967	SE-ME-NI	1
2968	KA-MA-JO	1
2969	PI-A-ZE-RA	1
2970	O-DA-RA-O	1
2971	TA-JO-JO	1
2972	KO-SI-JA	1
2973	SU-*56-TA	1
2974	KU-KE-MO	1
2975	A3-TU-TI-JA	1
2976	PO-RU-O	1
2977	KE-MO	1
2978	SU-RI-JO	1
2979	JE-WA	1
2980	NA-PU	1
2981	RA-ZO	1
2982	U-JO	1
2983	PU-MA	1
2984	SI-WE	1
2985	RA-ZE	1
2986	NO-SA-RO	1
2987	A3-TO	1
2988	O-RE-I	1
2989	JE-RE-U	1
2990	KE-TI-RA-WO	1
2991	A-KI-RI-JA	1
2992	A-KO-RO-WE-I	1
2993	A3-KU-TA	1
2994	KO-TA-O	1
2995	TI-ZA	1
2996	I-PA	1
2997	I-SO	1
2998	TA-JA-NO	1
2999	MA-KO-RO	1
3000	TA-SI-KO-NO	1
3001	E-SA-PA-KE-ME-NA	1
3002	WE-RI-JO-JO	1
3003	U-KA	1
3004	RE-JA-I	1
3005	RA-JE-WE	1
3006	TE-RO	1
3007	KI-JO-NE-WE	1
3008	RA-QA-RA	1
3009	A-*47-WI	1
3010	KA-WO	1
3011	TE-NU	1
3012	RU-PO	1
3013	I-KA	1
3014	E-RE-PA-TA	1
3015	ME-RI-TE-O	1
3016	U-SU	1
3017	TA-QA-RA-TI	1
3018	KU-MA-TO	1
3019	O-RU	1
3020	PA-KE-WE	1
3021	KI-TO-NI-JA	1
3022	KA-NA-A-PO	1
3023	ME-JA	1
3024	KI-NI	1
3025	O-TA-KE	1
3026	PI-PO-TO	1
3027	I-WI-RO	1
3028	KI-DO-RO	1
3029	SU-KI-RI	1
3030	MA-ZE-TO	1
3031	TO-RO-WA-KO	1
3032	A-NA-PE-WE	1
3033	QO-PA-RA	1
3034	O-KI	1
3035	KE-PU2-JE-U	1
3036	DE-A	1
3037	DI-PI-JA	1
3038	TE-RA2	1
3039	PI-RI-JA	1
3040	DA-*83	1
3041	RU-KO-SI	1
3042	E-NA-I	1
3043	KU-RU	1
3044	QA-TA2	1
3045	A3-WA-TA	1
3046	A-DI-RI-JO	1
3047	A-RE-I	1
3048	PA-RA-NE	1
3049	A-QI-TA	1
3050	KI-MA-TO	1
3051	DI-KI-MO	1
3052	A-WI-JE-MO	1
3053	KU-KO-WI-RA	1
3054	DA-*22	1
3055	RE-WO	1
3056	WO-TU	1
3057	PO-TA	1
3058	KU-RE	1
3059	A-PA	1
3060	A-PA-TA-WA-JA	1
3061	TU-MA-I	1
3062	I-SE-RE	1
3063	RU-DA-TO	1
3064	RI-SI	1
3065	RU-WA-NI-JO	1
3066	PI-RI-JO	1
3067	RE-KI-SI	1
3068	QO-I-NA	1
3069	DI-*18	1
3070	DA-*22-TO-QE	1
3071	PO-TI-NI-JA-WE-I-JO	1
3072	PU-TA-TA	1
3073	NO-NO	1
3074	JA-TO	1
3075	SI-QA	1
3076	TA-QA-RA	1
3077	KI-TI-SA	1
3078	A-NE	1
3079	NA-NI	1
3080	KI-TI-SE	1
3081	WI-PE-WA	1
3082	KU-PA	1
3083	TA-RA-PI	1
3084	DU-WO-PE	1
3085	ME-TI	1
3086	KI-SE	1
3087	RA-KI-SI	1
3088	KO-DE	1
3089	U-A	1
3090	RA-TU	1
3091	JE-MO	1
3092	NU-A	1
3093	*22-JO	1
3094	ME-RE-JA	1
3095	QI-JA	1
3096	TE-TA	1
3097	NWA-RE	1
3098	U-TE	1
3099	WO-A	1
3100	TO-TE	1
3101	SI-NI-JA	1
3102	E-TA	1
3103	A-TO-WO	1
3104	PI-RA2-MO	1
3105	PI-JA	1
3106	KU-MI-RO	1
3107	NI-KO	1
3108	KU-TA-I-SI	1
3109	TA-TI-JO	1
3110	RE-SI-JO	1
3111	RA-RI-JO	1
3112	KE-WA	1
3113	KA-RI-PI-JO	1
3114	PTE-RE	1
3115	WE-WA-TA	1
3116	JA-NO-RI	1
3117	E-*18	1
3118	RA-JO-KO-KA	1
3119	TE-O-NE	1
3120	SI-PE	1
3121	KE-NU	1
3122	DE-SA-TO	1
3123	U-KE	1
3124	SU-RA	1
3125	KU-WE-JO	1
3126	E-WE-O-SI	1
3127	E-PI-KE-TO	1
3128	QE-NA	1
3129	DA-I	1
3130	DO-RI	1
3131	JA-NA-TI	1
3132	NE-KI	1
3133	RI-DE	1
3134	SO-I	1
3135	DI-MI	1
3136	*56-ZA	1
3137	U-TO	1
3138	SE-WI-JO	1
3139	RI-NE	1
3140	SE-TE-JO	1
3141	E-SI	1
3142	*34-KA	1
3143	SU-TI-JO	1
3144	KA-TA2	1
3145	TA-I-PO	1
3146	KU-KU-MO	1
3147	ME-RI-WO	1
3148	SI-KI-RO	1
3149	RA-QA-RA-TO	1
3150	TE-RE-U	1
3151	PA-TE-O	1
3152	TWE-TE	1
3153	KO-PU	1
3154	E-TE-WA-O	1
3155	E-WO	1
3156	QA-MI-KI	1
3157	TU-MA	1
3158	NO-RO	1
3159	NO-U-RO	1
3160	PI-RA2-TA-JE	1
3161	QE-RA	1
3162	RA-MA	1
3163	QA-TA	1
3164	*56-WO	1
3165	QE-U	1
3166	KE-NI-QA	1
3167	A-SA-MI-TO	1
3168	NA-KI-ZO	1
3169	PA-WO	1
3170	A-JO	1
3171	E-U-KO	1
3172	JA-ME	1
3173	PI-RU	1
3174	KA-RE	1
3175	*82-TA	1
3176	TE-RU	1
3177	WE-SI-JO-JO	1
3178	WE-I	1
3179	WO-PI	1
3180	SE-TO	1
3181	O-A-PU	1
3182	JA-SE	1
3183	WE-KO	1
3184	KU-WA-TA	1
3185	JE-U	1
3186	NI-MO	1
3187	PA-MO	1
3188	TE-A	1
3189	TE-JA	1
3190	*22-JE-MI	1
3191	WI-PI-JO	1
3192	A3-TI-NU	1
3193	RI-WA	1
3194	WE-RI	1
3195	WE-*19	1
3196	A-PA-TO-RE	1
3197	JE-WE	1
3198	A3-MI	1
3199	KA-DI-JA	1
3200	PI-RA	1
3201	A-TE-WE-I	1
3202	PO-NI-KI	1
3203	WI-JA-MA	1
3204	DA-PU	1
3205	U-DA	1
3206	DI-JO	1
3207	JE-RA	1
3208	*47-DE	1
3209	QI-TA	1
3210	TO-WI-JO	1
3211	A-PU-KI	1
3212	E-U-NO	1
3213	JE-U-QE	1
3214	SE-TO-I-JO	1
3215	TA-NO	1
3216	TA2-MO	1
3217	SI-RO	1
3218	PU-NA	1
3219	MA-JA-TO	1
3220	RI-TI	1
3221	WE-E	1
3222	U-JO-E	1
3223	I-JA-NI	1
3224	A-JA	1
3225	PU-KO	1
3226	RA-PA	1
3227	SO-MO	1
3228	WE-MA-NA	1
3229	U-TA-JA	1
3230	A-MU	1
3231	A3-DU-RO	1
3232	KU-NA	1
3233	MU-TA	1
3234	WA-NO	1
3235	KU-NA-JE	1
3236	WO-QO-JO	1
3237	RA-KI	1
3238	A3-ZE	1
3239	SE-A3	1
3240	QO-NO-JO	1
3241	*47-SO	1
3242	ME-SI	1
3243	JA-WO	1
3244	KI-SU	1
3245	E-WI-RI-PI-JA	1
3246	ZE-PU2-RA3	1
3247	KI-MA-RA	1
3248	E-PI-KO-O	1
3249	E-PI-JO-TA-NA	1
3250	DA-MI-NI-JA	1
3251	NO-RI-WO-KO	1
3252	O-TI-RI-JA	1
3253	PI-WE-RE	1
3254	RA-MI-NI-JA	1
3255	O-NU-KE-JA	1
3256	A-PU-KO-WO-KO	1
3257	RA-QI-TI-RA2	1
3258	MI-RA-TI-RA	1
3259	O-TI-RA2	1
3260	RA-PI-TI-RA2	1
3261	ME-RE-TI-RA2	1
3262	PE-TI-NI-JO	1
3263	TE-MI-TI-JO	1
3264	ME-RE-TI-RA2-O	1
3265	WE-WE-SI-JE-JA-O	1
3266	NE-WE-WI-JA-O	1
3267	A-RA-TE-JA-O	1
3268	O-TI-RA2-O	1
3269	RA-U-RA-TI-JO	1
3270	ZE-PU2-RA-O	1
3271	RA-QI-TI-RA2-O	1
3272	KI-MA-RA-O	1
3273	NO-RI-WO-KO-JO	1
3274	KA-RU-TI-JE-JA-O-QE	1
3275	E-PI-KO-E	1
3276	O-NU-KE-JA-O	1
3277	A-RA-KA-TE-JA-O	1
3278	KA-PA-RA2-DO	1
3279	KO-RO-KI-JA-O	1
3280	KI-NI-DI-JA-O	1
3281	A-PU-NE-WE	1
3282	E-RE-TA-O	1
3283	TI-NWA-TI-JA-O	1
3284	I-TE-JA-O	1
3285	TO-SA-ME-JA-O	1
3286	O-U-PA-RO-KE-NE-TO	1
3287	KA-WO-TA-RA	1
3288	A-SO-QI-JE-JA	1
3289	E-KE-RO-QO-NO-QE	1
3290	PA-WO-KO-QE	1
3291	PE-KI-TI-RA2-O	1
3292	QE-RO-ME-NO	1
3293	KO-RI-TO	1
3294	TE-PE-JA-O	1
3295	KU-SO-NO	1
3296	KO-RU-DA-PI-JO	1
3297	PE-ME	1
3298	MA-TA-WO	1
3299	A-TI-RI-JA	1
3300	NO-WO-KO	1
3301	KO-RO-JA-TA	1
3302	KA-RA-WI-PO-RO-JO	1
3303	TA-RA-MA-O	1
3304	WI-JA-DA-RA	1
3305	I-JE-RO-JO	1
3306	KU-RU-SO-JO	1
3307	KO-TO-NE-WE	1
3308	PE-RE-U-RO-NA-DE	1
3309	E-TA-JE-U	1
3310	TO-RO-WI-KA	1
3311	PO-RU-TO	1
3312	O-TU	1
3313	I-NA-PI	1
3314	RE-SI-WE-I	1
3315	TE-RE-NE-WE	1
3316	I-NA-NE	1
3317	NE-KO	1
3318	E-PI-JA-TA	1
3319	A-MA-TO-WO	1
3320	SA-RI	1
3321	PI-WA-TO	1
3322	DE-ME-O-TE	1
3323	ME-TE-TO-DE	1
3324	SA-MA-RA-DE	1
3325	A-TA-RO	1
3326	O-ZA-MI	1
3327	A-PI-NO-A-WI-JO	1
3328	ME-RI-DA-MA-TE	1
3329	PO-RU-DA-MA-TE	1
3330	PI-RI-JA-ME-JA	1
3331	E-NI-JA-U-SI-JO	1
3332	PTE-JO-KO	1
3333	A-TA	1
3334	TE-O-PO-QO	1
3335	TO-MO	1
3336	KE-RE-TE	1
3337	TI-KI-JO	1
3338	A-TA-RO-WE	1
3339	PU-RO-JO	1
3340	RI-NA-KO-RO	1
3341	KA-NU-TA-JO	1
3342	A-SO-NA	1
3343	KA-KE-U-SI	1
3344	WE-RO-TA	1
3345	PE-RE-KU-TA	1
3346	KI-JO-QE-U	1
3347	MI-TO-NO	1
3348	DA-KA-SA-NA-TA	1
3349	MA-TA-I	1
3350	TA-RA-KE-WI	1
3351	A-NO-KE-WA	1
3352	KO-RO-SU-KA	1
3353	A-TA-WO	1
3354	ME-TO-QE-U	1
3355	KI-DU-RO	1
3356	QA-RA2	1
3357	A-RO-PO	1
3358	PI-RI-JE-TE-RE	1
3359	A-DE-TE-RE	1
3360	KE-RA-ME-WE	1
3361	WA-A2-TE-WE	1
3362	A-NU-WA	1
3363	KU-RU-SO-WO-KO	1
3364	TO-KO-SO-WO-KO	1
3365	SO-RO-PE-O	1
3366	KA-RO-KE-E	1
3367	RA-NI-JO-NE	1
3368	KA-SI-DA	1
3369	KO-RI-SI-JO	1
3370	TA-TE-RE	1
3371	A-KE-TI-JO	1
3372	DO-RO-ME-U	1
3373	TE-WA-KO-NO	1
3374	MI-KO-NO	1
3375	TA-NU-KO	1
3376	TO-KE-U	1
3377	DA-NA-KO	1
3378	RE-A-MO	1
3379	ZA-TE-O	1
3380	SO-NA-PE	1
3381	SE-WO-TE	1
3382	KE-TU-WO-E	1
3383	A3-NU-ME-NO	1
3384	A2-E-TA	1
3385	O-DU-*56-RO	1
3386	KU-TE-RE-U	1
3387	A-RA-I-JO	1
3388	WA-NE-U	1
3389	KE-RO-SI	1
3390	SI-TO-KO-WO	1
3391	U-PA-RA-KI-RI-JA	1
3392	KI-RI-SE-WE	1
3393	WE-RE-KA-RA-TA	1
3394	WI-RI-WO	1
3395	JA-DO-RO	1
3396	A2-KO	1
3397	TE-PE-U	1
3398	A-WA-TA	1
3399	KA-U-TI-TA	1
3400	KE-RA-TI-JO-JO	1
3401	E-TE-RE-U	1
3402	I-KO	1
3403	WA-NI-JO	1
3404	TU-SI-JO	1
3405	KA-I-JO	1
3406	TO-RO-O	1
3407	KA-DA-SI-JO	1
3408	ZO-WO	1
3409	KI-RI-JA-I-JO	1
3410	WA-TU-WA-O-KO	1
3411	A2-RA-TU-WA	1
3412	KE-WO-NO-JO	1
3413	TU-SI-JE-U	1
3414	A2-TE-PO	1
3415	O-*34-TA-QE	1
3416	O-RU-MA-SI-JA-JO	1
3417	KI-RI-TE-WI	1
3418	E-QE-TA-I	1
3419	E-E-TO	1
3420	TE-RE-TE-WE	1
3421	ME-ZA-WO-NE	1
3422	E-WI-RI-PO	1
3423	PO-SI-KE-TE-RE	1
3424	WI-NU-RI-JO	1
3425	MA-RA-NE-NU-WE	1
3426	E-KE-RA2-WO-NO	1
3427	KO-NI-JO	1
3428	WE-RE-KA-RA	1
3429	TE-QA-TA-QE	1
3430	E-O-TE	1
3431	A-PE-E-SI	1
3432	KO-NI-JA	1
3433	A3-KI	1
3434	O-PI-KE-RI-JO	1
3435	O-ME	1
3436	WA-RA-KI-NO	1
3437	KO-SA-MA-NE	1
3438	KU-RU-ME-NO-JO	1
3439	WO-NE-WA	1
3440	ME-TA-PI-JO	1
3441	U-PI-JA-KI-RI-JO	1
3442	E-TE-WO-KE-RE-WE	1
3443	TA-TI-QO-WE-WO	1
3444	DE-U-KA-RI-JO	1
3445	RA-PE-DO	1
3446	DO-QO-RO	1
3447	PE-RI-RA-WO	1
3448	E-NO-WA-RO	1
3449	PE-DI-JE-WE	1
3450	WA-WO-U-DE	1
3451	WA-PA-RO-JO	1
3452	A2-DI-JE-U	1
3453	A-KI-WO-NI-JO	1
3454	WA-KA-TI-JA-TA	1
3455	SA-PI-DA	1
3456	PE-RE-QO-NI-JO	1
3457	WO-WI-JA	1
3458	DU-WO-JO-JO	1
3459	A2-KU-NI-JO	1
3460	PE-RI-ME-DE	1
3461	PO-RA-I	1
3462	DI-KO-NA-RO	1
3463	U-WA-SI	1
3464	PE-RE-U-RO-NI-JO	1
3465	O-U-RU-TO	1
3466	O-PI-A2-RA	1
3467	MA-RE-WO	1
3468	A-PE-RI-TA-WO	1
3469	O-RE-TA	1
3470	KO-KI-JO	1
3471	SU-WE-RO-WI-JO	1
3472	O-WI-TI-NI-JO	1
3473	NE-DA-WA-TA-O	1
3474	TA-NI-KO	1
3475	A2-RU-WO-TE	1
3476	A3-TA-RE-U-SI	1
3477	E-RA-PO	1
3478	RI-ME-NE	1
3479	O-WI	1
3480	KE-KI-DE-QE	1
3481	E-KI-NO-JO	1
3482	E-O-TE-U	1
3483	E-SE-RE-A2	1
3484	A-O-RI-JO	1
3485	WO-RO-TU-MI-NI-JO	1
3486	MA-I-U	1
3487	RO-QO-TA	1
3488	A-KE-WA-TO	1
3489	A2-KA-A2-KI-RI-JO	1
3490	NE-DO-WO-TA-DE	1
3491	A-RI-QO	1
3492	RA-WA-RA-TA	1
3493	E-PA-RE	1
3494	A-RE-SA-NI-E	1
3495	O-PI-KE-RI-JO-DE	1
3496	O-PE-RO-TA	1
3497	E-KE-RA2-WO-NE	1
3498	A2-RI-E	1
3499	TA-TI-QO-WE-U	1
3500	KI-E-U	1
3501	A-RI-JA-TO	1
3502	O-RO-TI-JO	1
3503	DI-QO	1
3504	E-NWA-RI-JO	1
3505	QO-TE	1
3506	RU-KI-JA	1
3507	A-KO-WO	1
3508	DI-RI-WA-SA	1
3509	MA-RA-TI-SA	1
3510	E-SO	1
3511	KO-RE-TE-RI-JO	1
3512	RO-RO-NI-JA	1
3513	TE-U-PO-RO	1
3514	RA-WA-RA-TI-JA	1
3515	A2-KI-JA	1
3516	O-PI-E-DE-I	1
3517	RE-U-SI-WO-QE	1
3518	TA-NI-KO-QE	1
3519	E-WE-ZA-NO	1
3520	A-KE-SI	1
3521	RE-SI-WO	1
3522	TI-TA-RA	1
3523	A-QI-JA-I	1
3524	A-MO-SI	1
3525	KI-U-RO-I	1
3526	PO-QE-WI-JA-I	1
3527	DO-KA-MA-I	1
3528	RE-WI-JO-TE	1
3529	PE-RI-ME-DE-O	1
3530	PO-SO-RI-JO-NO	1
3531	TE-RA-NI-JA	1
3532	E-QE-O	1
3533	E-TA-WO-NE-U	1
3534	A-QI-ZO-WE	1
3535	E-TE-WO-KE-RE-WE-I-JO	1
3536	KI-E-WO	1
3537	A-NA-KE-E	1
3538	DA-I-JA-KE-RE-U	1
3539	E-KE-JO-TO	1
3540	A-KO-TO-NO	1
3541	KA-RE-U	1
3542	*34-TE	1
3543	ME-TA	1
3544	A-PU-KA	1
3545	QO-TE-WO	1
3546	TI-MI-TO-QO-RE	1
3547	A-KE-RE	1
3548	KA-RA-SU-NO	1
3549	JO-I-JE-SI	1
3550	QO-O	1
3551	A2-RA-TU-A	1
3552	I-WA-SI-JO-TA	1
3553	O-RU-MA-TO	1
3554	A2-KA-A2-KI-RI-JA-JO	1
3555	U-RU-PI-JA-JO-JO	1
3556	QE-RE-ME-TI-RE	1
3557	TA-TO	1
3558	NE-DO-WO-TE	1
3559	TU-TI-JE-U	1
3560	E-RI-TO-TI-NO	1
3561	NE-ME-TA-WO	1
3562	WO-TU-WA-NE	1
3563	E-KE-SI-JO	1
3564	MA-TA	1
3565	KE-RO-WE	1
3566	SI-JO-WO-TE	1
3567	E-RA-SE	1
3568	NE-TI-JA-NO-RE	1
3569	PO-SO-PE-RE-I	1
3570	MA-TE-WE	1
3571	RO-KO	1
3572	KA-DA-RO	1
3573	TU-RI-TA	1
3574	RE-PE-U-RI-JO	1
3575	E-WI-TE-WE	1
3576	KO-SO-NE	1
3577	E-KO-TO-RI-JO	1
3578	WE-DA-NE	1
3579	DE-MO-QE	1
3580	DO-RO-JO-JO	1
3581	O-QE-QA	1
3582	PA-NA-PI	1
3583	E-NE-TI-JO	1
3584	KA-RA-WA-NI-TA	1
3585	PO-MA-KO	1
3586	PI-ME-TA	1
3587	NE-RI-TO	1
3588	PO-RO-U-TE-WE	1
3589	RA-PA-SA-KO	1
3590	PO-KE-WE	1
3591	A-RI-WO-NE	1
3592	A-WE-KE-SE-WE	1
3593	A-TA-MA-NE-WE	1
3594	DO-QO-NO	1
3595	WO-KI-TO	1
3596	ME-TE-WE	1
3597	O-KI-RI-SO	1
3598	KO-RU-TA-TA	1
3599	I-SA-NA-O-TI	1
3600	RA-KE-U	1
3601	PI-RO-QO-RO	1
3602	RE-TA-MO	1
3603	WA-DA-KO	1
3604	SI-NO-U-RO	1
3605	O-KI-RA	1
3606	O-TI-NA-WO	1
3607	KE-SE-NU-WO	1
3608	E-WO-TA-O	1
3609	AU-TO-A2-TA	1
3610	KO-WA-TO	1
3611	DA-TO-RE-U	1
3612	WO-KI-RO	1
3613	KE-ZO	1
3614	PO-RI-KO	1
3615	PU-ZA-KO	1
3616	WE-U-DA-NE-WE	1
3617	A-KO-RO-WE-E	1
3618	A-MI-NU-WA-TA	1
3619	E-QA	1
3620	WO-TO	1
3621	KA-PE-SE-WA-O	1
3622	A3-ZO-WO	1
3623	A-ZO	1
3624	NO-WO	1
3625	MA-JO-WO	1
3626	PI-TA	1
3627	RE-RO	1
3628	PE-SE-TO	1
3629	E-TA-WO-JO	1
3630	O-PE-QA	1
3631	PI-KO	1
3632	NE-DE-WE-E	1
3633	U-DE-WI-NE	1
3634	MA-TO-RO-PU-RO	1
3635	I-PI	1
3636	A2-NE-U-TE	1
3637	RU-WE-TA	1
3638	KE-RO-U-TE-U	1
3639	E-TE-RE-RO	1
3640	KA-WI-TA	1
3641	O-PE-SE-TO	1
3642	A-NO-ZE-WE	1
3643	JO-A-SE-SO-SI	1
3644	SI-A2-RO	1
3645	E-RA-TE-I	1
3646	A-KO-TE-U	1
3647	PU-MA-RA-KO	1
3648	QE-RE-WA-O	1
3649	TO-RO-WI-KO	1
3650	KE-RO-WO-JO	1
3651	TI-KE-WO	1
3652	O-KA-RI-JO	1
3653	A-TA-MA-NE-U	1
3654	QI-RI-TA-KO	1
3655	RO-KI-JO	1
3656	PO-RO-QA-TA-JO	1
3657	TO-RU-KO-RO	1
3658	TA-TA-KE-U	1
3659	TU-RO	1
3660	TO-SI-TA	1
3661	ME-TA-NO	1
3662	A-SO-TA-O	1
3663	E-TE-WE	1
3664	E-DO-MO-NE-WE	1
3665	AU-TO-A	1
3666	I-KE	1
3667	NI-PI	1
3668	WA-E-RO	1
3669	O-PI-RA-I-JA	1
3670	TE-RE-DO	1
3671	NA-MA-RU-KO	1
3672	KE-RA-ME-U	1
3673	DA-U-DA-RO	1
3674	PE-RE-KE-U	1
3675	MU-TI-RI-KO	1
3676	A2-RA-KA-WO	1
3677	KE-RE-TA-O	1
3678	A-SA-MA-O	1
3679	MO-RI-WO	1
3680	MA-NI-KO	1
3681	NE-WI	1
3682	A3-SE-WE	1
3683	NE-SE-E-WE	1
3684	NA-PE-RE-WA	1
3685	TO-NA-PE	1
3686	NA-WO	1
3687	WI-RI-JA-NO	1
3688	KA-RA-DO-WA-TA	1
3689	I-QO-JO	1
3690	DI-WO-NU-SO-JO	1
3691	WA-TU-O-KO	1
3692	RA-I-KA	1
3693	U-ME-TA-QE	1
3694	A-PO	1
3695	E-KE-NA-TO	1
3696	TE-I-JO	1
3697	E-RI-QI-JO	1
3698	SA-KE-RE-WO	1
3699	I-JE-RE-WO	1
3700	O-KO-ME-NE-U	1
3701	QO-U-KO-RO-JO	1
3702	KU-RU-NO-JO	1
3703	RA-WO-DO-KO	1
3704	DA-MI-JO	1
3705	A-NO-QA-SI-JA	1
3706	KA-RA-PI	1
3707	DI-RA-PO-RO	1
3708	O-TO	1
3709	I-MA-DI-JA	1
3710	SU-QO-TA	1
3711	RU-KO-RO-JO	1
3712	KO-TO-NA-NO-NO	1
3713	DU-WO-U-PI-DE	1
3714	TO-JO-QE	1
3715	AU-TO-JO	1
3716	KO-TO-NO-KO	1
3717	KO-TO-NO-O-KO-DE	1
3718	O-PE-RO-SA-DE	1
3719	WO-ZO-E	1
3720	O-WO-ZE	1
3721	*35-TO	1
3722	MU-TO-WO-TI	1
3723	TO-E	1
3724	MU-TI	1
3725	KO-I-RO	1
3726	WO-ZO	1
3727	*35-KE-JA	1
3728	E-NI-TO-WO	1
3729	KO-TU-RO2-NE	1
3730	E-QE-TA-QE	1
3731	WE-TE-RE-U-QE	1
3732	PA-TO	1
3733	KU-SU-QA	1
3734	KO-TO-NE-TA	1
3735	E-KE-SI	1
3736	TI-QA-JO-JO	1
3737	KI-TI-ME	1
3738	PI-RI-TA-WO-NO	1
3739	DA-MA-TE	1
3740	E-NE-E-SI	1
3741	SO-U-RO	1
3742	O-TO-TE-RE	1
3743	TE-O-NA	1
3744	WA-TA-JO	1
3745	KU-*63-SO	1
3746	KA-RA-*56-SO	1
3747	KA-NA-PE-WO	1
3748	A-DA-MA-JO	1
3749	KE-RA-ME-WO	1
3750	PI-RI-TA-WO	1
3751	PE-RE-QO-TA-O	1
3752	PA-DA-JE-WO	1
3753	A-I-QE-WE	1
3754	MU-TI-RI	1
3755	PI-RO-NA	1
3756	ME-RE-U	1
3757	RE-MA-TA	1
3758	A3-WO-RE-U	1
3759	TO-ME	1
3760	SI-RI-JO	1
3761	KO-PI-NA	1
3762	O-PE-TO-RE-U	1
3763	DA-MO-DE-MI	1
3764	O-PE-RO-SA	1
3765	WO-ZE-E	1
3766	O-U-WO-ZE	1
3767	TO-RO-JA	1
3768	O-RE-A2	1
3769	PU-KO-WO	1
3770	NI-JA-DE	1
3771	A-TA-WO-NE-JO	1
3772	PO-NE-TO-QE-MI	1
3773	PO-RO-TE-U	1
3774	RE-PI-RI-JO	1
3775	A-DE-ME-WE	1
3776	I-JA-TE	1
3777	I-QO-NA-TO-MO	1
3778	TO-RO-QE-JO-ME-NO	1
3779	A-RO-U-RA	1
3780	A2-RI-SA	1
3781	E-RI-NO-WO-TO	1
3782	KO-TU-WO	1
3783	PO-TI-NI-JA-WE-JO-JO	1
3784	O-TE-PE-O-JO	1
3785	TE-RE-TA-O	1
3786	E-RE-MO	1
3787	KE-RA2	1
3788	TI-ME-NO	1
3789	SA-RA-PE-DO	1
3790	PU2-TE-ME-NO	1
3791	WE-JE	1
3792	KO-PE-RE-WO	1
3793	A-RE-KU-TU-RU-WO-NO	1
3794	A-RE-KU-TU-RU-NO-NE	1
3795	KI-RI-TI-JO-JO	1
3796	A-TE-MI-TO	1
3797	RU-KO-WO-RO	1
3798	PI-RO-TE-KO-TO	1
3799	WO-RO-TI-JA	1
3800	RA-SO-RO	1
3801	PI-RI-E-TE-RE	1
3802	PA-TE-KO-TO	1
3803	PI-RI-E-TE-SI	1
3804	TA-RE-WA	1
3805	TU-WA-SI	1
3806	A-TA-NO-RO	1
3807	ME-ZA-NE	1
3808	ME-RI-DU-TE	1
3809	PO-RO-DU-MA-TE	1
3810	I-ZA-A-TO-MO-I	1
3811	AU-KE-I-JA-TE-WO	1
3812	A3-PU-KE-NE-JA	1
3813	A-KI-RE-WE	1
3814	TI-NI-JA-TA	1
3815	TO-SA-NO	1
3816	NE-E-RA-WO	1
3817	A-E-SE-WA	1
3818	KA-RA-SO-MO	1
3819	WA-DI-RE-WE	1
3820	I-PO-PO-QO-I-QE	1
3821	TE-RA-WO-NE	1
3822	TO-WA-NO-RE	1
3823	E-TO-WO-KO-I	1
3824	A-PI-TE-JA	1
3825	PO-SI-DA-I-JO-DE	1
3826	DE-DO-WA-RE-WE	1
3827	KU-RI-NA-ZE-JA	1
3828	U-PO-JO-PO-TI-NI-JA	1
3829	O-PI-TU-RA-JO	1
3830	AU-TO-*34-TA-RA	1
3831	A-MA-TU-NA	1
3832	U-DO-NO-O-I	1
3833	PO-TE-RE-WE	1
3834	I-SO-E-KO	1
3835	PO-SI-DA-I-JE-U-SI	1
3836	*34-KE-JA	1
